##,name,portal,"NCBI Taxon","assembly length","#of genes","is public","is published","is superseded","superseded by","publication(s)","pubmed id(s)"
1922,"Pneumocystis jirovecii RU7",Pnejir1,1408657,8396240,3761,Y,Y,N,,"Ma L et al.,2016","26899007"
1923,"Kluyveromyces marxianus NRRL Y-1190 v1.0",Klumarx1,4911,10794548,5005,Y,N,N,,,
1924,"Vanderwaltozyma polyspora DSM 70294",Vanpo1,436907,14674591,5367,Y,Y,N,,"Scannell DR et al.,2007","17494770"
1925,"Morchella vulgaris PhC 271 v2.0",Morvulg1,60348,49957398,10632,Y,N,N,,,
1926,"Pneumocystis carinii B80",Pneca1,1408658,7661456,3646,Y,Y,N,,"Ma L et al.,2016","26899007"
1927,"Rhizophagus clarus HR1",Rhicl1,94130,116418735,27761,Y,Y,N,,"Kobayashi Y et al.,2018","29914365"
1928,"Penicillium arizonense CBS 141311",Penar1,1835702,33729052,12253,Y,Y,N,,"Grijseels S et al.,2016","27739446"
1929,"Candida orthopsilosis Co 90-125",Canor1,1136231,12659401,5678,Y,Y,N,,"Riccombeni A et al.,N/D","22563396"
1930,"Mycosphaerella eumusae CBS 114824",Myceu1,321146,47119461,12632,Y,Y,N,,"Chang TC et al.,2016","27513322"
1931,"Pestalotiopsis fici W106-1",Pesfi1,1229662,51910726,15413,Y,Y,N,,"Wang X et al.,2015","25623211"
1932,"Sporothrix insectorum RCEF 264",Spoin1,1081102,34722120,9496,Y,Y,N,,"Shang Y et al.,2016","27071652"
1933,"Beauveria brongniartii RCEF 3172",Corbr1,1081107,32515992,9595,Y,Y,N,,"Shang Y et al.,2016","27071652"
1934,"Fusarium poae 2516",Fuspo1,36050,46476831,14740,Y,Y,N,,"Vanheule A et al.,2016","27552804"
1935,"Lecanicillium lecanii RCEF 1005",Corco1,1081108,35594087,11030,Y,Y,N,,"Shang Y et al.,2016","27071652"
1936,"Thielaviopsis punctulata CR-DP1",Thipu1,72032,28117660,5296,Y,Y,N,,"Wingfield BD et al.,2015","26203426"
1937,"Claviceps purpurea 20.1",Clapu1,1111077,32091443,8823,Y,Y,N,,"Schardl CL et al.,N/D","23468653"
1938,"Rhinocladiella mackenziei CBS 650.93",Rhima1,1442369,32474431,11382,Y,Y,N,,"Moreno LF et al.,2018","29326229"
1939,"Diaporthe helianthi str. 7/96",Diahe1,158607,63672038,13139,Y,Y,N,,"Baroncelli R et al.,2016","27872817"
1940,"Sporothrix schenckii 1099-18",Sposc1,1397361,32348531,10277,Y,Y,N,,"Teixeira MM et al.,2014","25351875"
1941,"Sporothrix brasiliensis 5110",Spobr1,1398154,33170021,9067,Y,Y,N,,"Teixeira MM et al.,2014","25351875"
1942,"Fusarium proliferatum ET1",Fuspro1,1227346,45210324,16143,Y,Y,N,,"Niehaus EM et al.,2016","28040774"
1943,"Scedosporium apiospermum IHEM 14462",Sceap1,563466,43437139,8376,Y,Y,N,,"Vandeputte P et al.,2014","25278533"
1944,"Cordyceps sp. RAO 2017",CorRAO_2017_1,2004951,32302071,11255,Y,Y,N,,"de Bekker C et al.,2017","28970504"
1945,"Penicillium occitanis CL100",Penoc1,290292,36251488,11231,Y,Y,N,,"Bravo-Ruiz G et al.,N/D","28951729"
1946,"Metarhizium anisopliae ARSEF 549",Metani1,1276135,38504274,10891,Y,Y,N,,"Hu X et al.,2014","25368161"
1947,"Colletotrichum gloeosporioides Cg-14",Colgl1,1237896,53209944,16538,Y,Y,N,,"Alkan N et al.,2013","23902260"
1948,"Valsa mali str. 03-8",Valma1,105487,44725953,11165,Y,Y,N,,"Yin Z et al.,2015","26137988"
1949,"Penicillium camemberti FM 013",Pencam1,1429867,35011981,14418,Y,Y,N,,"Cheeseman K et al.,N/D","24407037"
1950,"Colletotrichum sublineola TX430BB",Colsub1,1173701,46755813,12699,Y,Y,N,,"Baroncelli R et al.,2014","24926053"
1951,"Phialocephala subalpina UAMH 11012",Phisu1,576137,69693031,20173,Y,Y,N,,"Schlegel M et al.,2016","27938347"
1952,"Pseudocercospora musae CBS 116634",Psemus1,113226,60439160,13129,Y,Y,N,,"Chang TC et al.,2016","27513322"
1953,"Isaria fumosorosea ARSEF 2679",Corfu1,1081104,33485962,10061,Y,Y,N,,"Shang Y et al.,2016","27071652"
1954,"Fusarium culmorum UK99",Fuscu1,5516,41928875,12472,Y,Y,N,,"Urban M et al.,2016","27634986"
1955,"Ascosphaera apis ARSEF 7405",Ascap1,392613,20313079,6442,Y,Y,N,,"Shang Y et al.,2016","27071652"
1956,"Cercospora berteroae CBS 538.71",Cerbe1,357750,33892839,11903,Y,Y,N,,"de Jonge R et al.,2018","29844193"
1957,"Torrubiella hemipterigena BCC1449",Torhe1,1531966,28476206,11471,Y,Y,N,,"Horn F et al.,2015","25614560"
1958,"Penicillium roqueforti FM164",Penro1,1365484,29010044,12319,Y,Y,N,,"Cheeseman K et al.,N/D","24407037"
1959,"Fusarium mangiferae MRC7560",Fusma1,192010,46292722,15804,Y,Y,N,,"Niehaus EM et al.,2016","28040774"
1960,"Fusarium langsethiae Fl201059",Fusla1,179993,37543021,11940,Y,Y,N,,"Lysøe E et al.,2016","26803271"
1961,"Sclerotinia borealis F4128",Sclbo1,1432307,39450085,10166,Y,Y,N,,"Mardanov AV et al.,2014","24459262"
1962,"Batrachochytrium salamandrivorans BS",Batsa1,1357716,32636440,12471,Y,Y,N,,"Farrer RA et al.,2017","28322291"
1963,"Acarospora strigata CBS 132363",Acastr1,1307806,26834860,9130,Y,Y,N,,"McDonald TR et al.,2013","23557360"
1964,"Umbilicaria pustulata",Umbpus1,136370,39229750,8268,Y,Y,N,,"Dal Grande F et al.,2017","28359299"
1965,"Geosiphon pyriformis",Geopyr1,50956,128319586,11949,Y,Y,N,,"Malar C M et al.,2021","33592192"
1966,"Helotiales sp. P5P66 v1.0",DimP5P66,1755440,49383584,14248,Y,N,N,,,
1967,"Starmerella bombicola SB1 v1.0",Stabo1,75736,9676663,4662,Y,N,N,,,
1968,"Metschnikowia rancensis CR1 v1.0",Mranc1,208486,50039127,8302,Y,N,N,,,
1969,"Lentinula aciculospora JLM2183 v1.0",LacJLM2183_1,153920,110953323,11469,Y,N,N,,,
1970,"Alternaria sp. UNIPAMPA017 v1.0",Altsp017_1,5598,42692616,13067,Y,N,N,,,
1971,"Phyllosticta citribraziliensis CPC 17464 v1.0",Pcit17464,989973,31354043,10696,Y,N,N,,,
1972,"Phakopsora pachyrhizi UFV02 v2.1",PpacPPUFV02,170000,1273655505,22467,Y,N,N,,,
1973,"Phakopsora pachyrhizi K8108 v2.0",PhapaK8108,170000,1082905572,18216,Y,N,N,,,
1974,"Moesziomyces antarcticus JCM 10317",Moean1,84753,18111965,6766,Y,Y,N,,"Saika A et al.,2014","25291760"
1975,"Trichoderma reesei CBS999.97 MAT1-2",TrireMAT12_1,51453,34324311,11087,Y,Y,N,,"Li WC et al.,2021~Li WC et al.,2020","33593897 33575607"
1976,"Trichoderma reesei CBS999.97 MAT1-1",TrireMAT11_1,51453,34319199,11090,Y,Y,N,,"Li WC et al.,2021~Li WC et al.,2020","33593897 33575607"
1977,"Elaphomyces granulatus OSC145934",Elagr1,519963,54153615,7178,Y,Y,N,,"Quandt CA et al.,2015","25753751"
1978,"Morchella deliciosa PhC191 v1.0",Mordel1,1579548,56658686,11470,Y,N,N,,,
1979,"Oidium neolycopersici UMSG2",Oidneo1,212602,41983253,6851,Y,Y,N,,"Wu Y et al.,2018","30253736"
1980,"Golovinomyces cichoracearum UMSG3",GciUMSG3_1,62708,56923012,6761,Y,Y,N,,"Wu Y et al.,2018","30253736"
1981,"Golovinomyces cichoracearum UMSG1",GciUMSG1_1,62708,65886882,6532,Y,Y,N,,"Wu Y et al.,2018","30253736"
1982,"Cryomyces minteri CCFEE 5187",Crymi1,331657,44136976,13960,Y,Y,N,,"Coleine C et al.,2020~Selbmann L et al.,2015","32389308 25381156"
1983,"Friedmanniomyces simplex CCFEE 5184",Frisi1,329884,37790643,13766,Y,Y,N,,"Coleine C et al.,2020","32389308"
1984,"Friedmanniomyces endolithicus CCFEE 5311",Frien1,329885,46746488,18027,Y,Y,N,,"Coleine C et al.,2020","32389308"
1985,"Hortaea thailandica CCFEE 6315",Horth1,706561,23880597,8778,Y,Y,N,,"Coleine C et al.,2020","32389308"
1986,"Rachicladosporium antarcticum CCFEE 5527",Racan1,1507870,47410550,18781,Y,Y,N,,"Coleine C et al.,2017","28684563"
1987,"Rachicladosporium sp. CCFEE 5018",Rac5018_1,1974281,44578567,18892,Y,Y,N,,"Coleine C et al.,2017","28684563"
1988,"Morchella conifericola Mel-32 v1.0",Morcon1,1105048,52567085,10590,Y,N,N,,,
1989,"Hanseniaspora valbyensis HY1 v2.0",Hanva2,53685,21272155,4299,Y,N,N,,,
1990,"Microbotryomycetes sp. P2C70 v1.0",ObeP2C70,2012191,25493598,9956,Y,N,N,,,
1991,"Metschnikowia viticola Y813 v1.0",Metvi1,280790,15812061,5729,Y,N,N,,,
1992,"Darksidea alpha DSE7024 v1.0",Daralp1,1571500,47550924,15932,Y,N,N,,,
1993,"Cochliobolus heterostrophus Hm540",ChetHm540_1,665073,32575369,10409,Y,Y,N,,"Condon BJ et al.,N/D","23357949"
1994,"Pecoramyces sp. F1",Pecora1,2509902,106834627,17740,Y,Y,N,,"Li Y et al.,N/D","30894845"
1995,"Penicillium malodoratum CBS 490.65 v1.0",Penmal1,69805,28367822,9113,Y,N,N,,,
1996,"Gremmeniella abietina DAOM 170367 v1.0",Greabi1,127520,66160465,10825,Y,N,N,,,
1997,"Penicillium antarcticum DTO 356-E5 v1.0",Penanta1,416450,30741530,11610,Y,N,N,,,
1998,"Flavomyces fulophazii DSE8309 v1.0",Flaful1,1571506,42104155,12521,Y,N,N,,,
1999,"Acrocalymma vagum DSE3081 v1.0",Acrvag1,1589764,56169549,17762,Y,N,N,,,
2000,"Aquilomyces patris DSE4099 v1.0",Aqupat1,1571499,49872950,15960,Y,N,N,,,
2001,"Pinnaticoemansia coranantispora CBS 131509 T v1.0",Pincor1_1,417175,26853572,7973,Y,N,N,,,
2002,"Aspergillus carbonarius ITEM 11822 v1.0",Aspca11822_1,40993,32376854,11187,Y,N,N,,,
2003,"Aspergillus carbonarius ITEM 12550 v1.0",Aspca12550_1,40993,32467065,11216,Y,N,N,,,
2004,"Fusarium vanettenii T31 FSSC 11 v1.0",FvanT31_1,2747968,52053908,16729,Y,N,N,,,
2005,"Fusarium vanettenii T299, FSSC 11 v1.0",FvanT299_1,2747968,54425929,17256,Y,N,N,,,
2006,"Aspergillus carbonarius ITEM 5010 v4.0",Aspca4,602072,36290756,12176,Y,N,N,,,
2007,"Fusarium vanettenii T77, FSSC 11 v1.0",FvanT77_1,2747968,54392499,17174,Y,N,N,,,
2008,"Fusarium vanettenii T2 v1.0",Fusvan1,2747968,60992173,18837,Y,N,N,,,
2009,"Fusarium vanettenii T161 v1.0",Fusva1,2747968,53460856,17043,Y,N,N,,,
2010,"Morchella anatolica PhC233 v1.0",Morana1,1582322,57520386,10630,Y,N,N,,,
2011,"Aspergillus ochraceus ITEM 7043 v1.0",Aspoc7043_1,40380,35604108,12066,Y,N,N,,,
2012,"Aspergillus ochraceus MUT 2036 v1.0",Aspoc2036_1,40380,35774628,12115,Y,N,N,,,
2013,"Mattirolomyces terfezioides MAT_tt4AIII v1.0",Matter1,74857,50061460,10894,Y,N,N,,,
2014,"Polyphilus sieberi DSE2052 v1.0",Polsie1,2137868,69889513,19299,Y,N,N,,,
2015,"Diaporthe vochysiae LGMF1583 v1.0",Diavoc1,2818453,60114630,17777,Y,N,N,,,
2016,"Morchella americana PhC192 v1.0",Morame1,1582323,63616142,11032,Y,N,N,,,
2017,"Tulasnella sp. 427 v1.0",Tulsp427_1,2600231,56306249,13260,Y,N,N,,,
2018,"Ceratobasidium sp. 395 v1.0",Cersp395_1,2600204,85352376,18780,Y,N,N,,,
2019,"Tulasnella sp. 419 v1.0",Tulsp419_1,2600227,56294012,13314,Y,N,N,,,
2020,"Puccinia triticina Pt76",Puctri1,208348,253664742,31930,Y,N,N,,,
2021,"Ganoderma leucocontextum Dai12418 v1.0",Ganleu1,1566825,60339699,16952,Y,N,N,,,
2022,"Arthrinium esporlense UNIPAMPA010 v1.0",Artesp1,2421358,43456354,13950,Y,N,N,,,
2023,"Cryptococcus terreus 61-443 v1.0",Cryter1,40409,23434789,7527,Y,N,N,,,
2024,"Morchella eximia NRRL26621 v1.0",Morexi1,1582338,47787820,10506,Y,N,N,,,
2025,"Leotiomycetes sp. R113_184 v1.0",ColoR113_1,147548,21085095,7458,Y,N,N,,,
2026,"Morchella populiphila NRRL22315 v1.0",Morpop1,1174669,52967574,10306,Y,N,N,,,
2027,"Morchella ulmeria NRRL36825 v1.0",Morulm1,5193,51241326,10731,Y,N,N,,,
2028,"Morchella septentrionalis NRRL54509 v1.0",Morsep1,1174675,51476262,10799,Y,N,N,,,
2029,"Coniochaeta ligniaria R110-5 v1.0",ColoR110_1,177197,32102481,10509,Y,N,N,,,
2030,"Clonostachys rosea IK726",Cloros1,29856,70045661,19941,Y,Y,N,,"Karlsson M et al.,2015~Broberg M et al.,N/D~Broberg M et al.,2021","25575496 30524411 33664789"
2031,"Trichocladium griseum var. thermoidea UFV",Humgr1,2567926,28753852,8099,Y,Y,N,,"Steindorff AS et al.,2021","34523973"
2032,"Antarctomyces sp. UNIPAMPA016 v1.0",Ant016_1,2040680,25781640,7641,Y,N,N,,,
2033,"Zygosaccharomyces rouxii NRRL Y-64007 v1.0",Zygrou1,4956,9952157,5001,Y,N,N,,,
2034,"Kluyveromyces dobzhanskii CBS 2104",Kludo1,1427455,10741898,4957,Y,N,N,,,
2035,"Schizophyllum commune UNK v1.0",SchcoUNK_1,5334,38363476,13333,Y,N,N,,,
2036,"Morchella sp. Mes-17 v1.0",MorvulMes17_1,60348,51333659,10854,Y,N,N,,,
2037,"Fusarium proliferatum NRRL 62905",Fuspr1,948311,43166078,15254,Y,Y,N,,"Niehaus EM et al.,2016","28040774"
2038,"Gigaspora margarita BEG34",Gigmar1,4874,773098546,29544,Y,Y,N,,"Venice F et al.,2020","31621176"
2039,"Entomophaga maimaiga ARSEF 7190 v1.0",Entmai1,42810,1177390011,14701,Y,N,N,,,
2040,"Microbotryomycetes incertae sedis isolate P6C30 v1.0",Slotsu1,5447,33036925,11616,Y,N,N,,,
2041,"Sterigmatosporidium polymorphum UCDFST 82-13 v1.0",Stepol1,5647,31107456,7847,Y,N,N,,,
2042,"Yarrowia lipolytica NRRL Y-64008 v1.0",YarliY64008_1,4952,20503409,6577,Y,N,N,,,
2043,"Spathaspora suhii UFMG-HMD-16.2 v1.1",Spasuh1_1,1699424,12760248,5854,Y,N,N,,,
2044,"Nemania maritima AZJU v1.0",Nemsp1,389662,39271528,9556,Y,N,N,,,
2045,"Hypoxylon vinosopulvinatum LGMF1613 v1.0",Hypvin1,326683,41457284,11808,Y,N,N,,,
2046,"Schizophyllum fasciatum CBS 267.60 v1.0",Schfas1,160053,30435173,11722,Y,N,N,,,
2047,"Morchella dunalii PhC 240 v1.0",Mordun1,1582327,50708236,10363,Y,N,N,,,
2048,"Morchella galilaea PhC 278 v1.0",Morgal1,2135296,49330577,10239,Y,N,N,,,
2049,"Morchella esculenta PhC 158 v1.0",Moresc1,39407,51151225,10777,Y,N,N,,,
2050,"Pyricularia oryzae FR0013 v1.0",MagorFR13_1,318829,45087474,13452,Y,N,N,,,
2051,"Pyricularia oryzae TH0003 v1.0",MagorTH3_1,318829,41554027,12270,Y,N,N,,,
2052,"Pyricularia oryzae GY0011 v1.0",MagorGY11_1,318829,41581832,12197,Y,N,N,,,
2053,"Aspergillus xerophilus CBS 938.73 v1.0",Aspxer1,41762,23969447,9714,Y,N,N,,,
2054,"Aspergillus aurantiopurpureus v1.0",Aspauran1,2663348,32791551,11125,Y,N,N,,,
2055,"Aspergillus dimorphicus CBS 649.79 v1.0",Aspdim1,36641,32395440,12265,Y,N,N,,,
2056,"Aspergillus heyangensis CBS 101751 v1.0",Asphey1,657449,32158123,11091,Y,N,N,,,
2057,"Aspergillus mangaliensis DTO 316-C1 v1.0",Aspman1,1458901,33799427,12393,Y,N,N,,,
2058,"Aspergillus appendiculatus CBS 374.75 v1.0",Aspapp1,1140386,28225975,11133,Y,N,N,,,
2059,"Aspergillus cejpii CBS 157.66 v1.0",Aspcej1,1884262,23134241,8391,Y,N,N,,,
2060,"Aspergillus deflectus CBS 109.55 v1.0",Aspdef1,41745,27300077,9580,Y,N,N,,,
2061,"Aspergillus unilateralis CBS 126.56 v1.0",Aspuni1_1,41057,29690366,9881,Y,N,N,,,
2062,"Aspergillus christenseniae CBS 411.64 v1.0",Aspchris1,1904038,32471461,11470,Y,N,N,,,
2063,"Aspergillus mottae CBS 130016 v1.0",Aspmot1,1034302,39264528,13335,Y,N,N,,,
2064,"Aspergillus neoglaber CBS 111.55 v1.0",Aspneog1_1,41049,31311304,10692,Y,N,N,,,
2065,"Lactarius subdulcis FM v1.0",Lactsubd1,118035,110449813,14533,Y,N,N,,,
2066,"Chroogomphus vinicolor CA002 v1.0",Chrvin1,5391,495696201,21397,Y,N,N,,,
2067,"Suillus quiescens AUS223 v1.0",Suilquie1,627136,34515209,12072,Y,N,N,,,
2068,"Fusarium vanettenii T110 v1.0",FvanT110_1,2747968,48925633,16335,Y,N,N,,,
2069,"Fusarium vanettenii T36 v1.0",FvanT36_1,2747968,63206468,18785,Y,N,N,,,
2070,"Fusarium vanettenii T126 v1.0",FvanT126_1,2747968,57327274,18069,Y,N,N,,,
2071,"Fusarium vanettenii T33 v1.0",FvanT33_1,2747968,54722969,17498,Y,N,N,,,
2072,"Fusarium vanettenii T95 v1.0",FvanT95_1,2747968,51641605,16846,Y,N,N,,,
2073,"Lactarius controversus PMI44 v1.0",Laccon1,116075,90370914,13305,Y,N,N,,,
2074,"Fusarium vanettenii T200 v1.0",FvanT200_1,2747968,52494114,17115,Y,N,N,,,
2075,"Fusarium vanettenii T343 v1.0",FvanT343_1,2747968,58078874,18752,Y,N,N,,,
2076,"Fusarium vanettenii T78 v1.0",FvanT78_1,2747968,58002859,18014,Y,N,N,,,
2077,"Fusarium vanettenii T219 v1.0",FvanT219_1,2747968,52598789,17132,Y,N,N,,,
2078,"Fusarium vanettenii T23 v1.0",FvanT23_1,2747968,61889200,18783,Y,N,N,,,
2079,"Fusarium oxysporum f. sp. pisi F23 v1.0",FopisF23_1,179143,73302618,20063,Y,N,N,,,
2080,"Fusarium oxysporum f. sp. pisi F79 v1.0",FopisF79_1,179143,67018425,19180,Y,N,N,,,
2081,"Fusarium oxysporum f. sp. pisi F109 v1.0",FopisF109_1,179143,67090610,19272,Y,N,N,,,
2082,"Fusarium oxysporum f. sp. pisi F105 v1.0",FopisF105_1,179143,71466443,19358,Y,N,N,,,
2083,"Phanerochaete chrysosporium RP-78 v4.0",Phchr4_2,273507,33908445,12256,Y,N,N,,,
2084,"Perenniporia fraxinea SS3",Perfra1,1350006,32632784,11428,Y,N,N,,,
2085,"Mycocalia denudata CBS 494.85 v1.0",Mycden1,404356,72666472,13474,Y,N,N,,,
2086,"Aspergillus niger ATCC 13496 v2.0",Aspni_13496_2,5061,36007791,12492,Y,N,N,,,
2087,"Fusarium graminearum Z3639 v3.0",Fusgra3,5518,36824640,12411,Y,N,N,,,
2088,"Metschnikowia koreensis Y137 v1.0",Metko1,164924,29264306,6234,Y,N,N,,,
2089,"Pycnoporus cinnabarinus CIRM-BRFM 137 v1.0",Pycci1,5643,33670027,10442,Y,Y,N,,"Levasseur A et al.,2014","24942338"
2090,"Mucor racemosus",Mucrac1,4841,46924235,11269,Y,Y,N,,"Lebreton A et al.,2020","32039703"
2091,"Tuber aestivum var. urcinatum v1.0",Tubae1,59557,144718305,9344,Y,Y,N,,"Murat C et al.,2018","30420746"
2092,"Aspergillus paraconicus DTO 356 C9 v1.0",Aspparac1,5052,23023148,8387,Y,N,N,,,
2093,"Aspergillus niveus CBS 471.91 v1.0",Aspniv1,41281,30196435,11488,Y,N,N,,,
2094,"Phlebia centrifuga FBCC195 ",Phlcen1,98765,34848156,13785,Y,Y,N,,"Mäkelä MR et al.,2018","29622620"
2095,"Rhizopus delemar 99-880 from Broad",Rhior3,246409,46087117,17467,Y,Y,N,,"Ma LJ et al.,2009","19578406"
2096,"Aspergillus parafelis IBT 34187 v1.0",Asppara1,1517513,32054234,11119,Y,N,N,,,
2097,"Mucor endophyticus",Mucend1,444774,34997769,11445,Y,Y,N,,"Lebreton A et al.,2020","32039703"
2098,"Kalapuya brunnea GMNB372 v1.0",Kalbru1,720594,189316756,11095,Y,N,N,,,
2099,"Mucor lanceolatus",Muclan1,1091291,43423002,10644,Y,Y,N,,"Lebreton A et al.,2020","32039703"
2100,"Aspergillus megasporus DTO 048-I3 v1.0",Aspmeg1,5052,27682145,10914,Y,N,N,,,
2101,"Aspergillus endophyticus DTO 354-I2 v1.0",Aspend1,1924927,27502081,10426,Y,N,N,,,
2102,"Suillus grisellus FC184 v1.0",Suigri1,48572,27163220,10170,Y,N,N,,,
2103,"Aspergillus neostromatioides CBS 265.73 v1.0",Aspneos1,36637,36225030,12213,Y,N,N,,,
2104,"Parauncinula polyspora",Parpo1,2016243,28016241,6046,Y,Y,N,,"Frantzeskakis L et al.,2019","31551331"
2105,"Aspergillus rambellii SRRC1468",Aspram1,308745,26435630,7761,Y,Y,N,,"Moore GG et al.,2015","26637470"
2106,"Tuber magnatum v1.0",Tubma1,42249,192781443,9433,Y,Y,N,,"Murat C et al.,2018","30420746"
2107,"Hesseltinella vesiculosa NRRL3301 v2.0",Hesve2finisherSC,101127,27224236,11141,Y,Y,N,,"Mondo SJ et al.,2017","28481340"
2108,"Lachancea sp. CBS6924",LacCBS6924_1,1853548,11336659,5059,Y,Y,N,,"Vakirlis N et al.,2016","27247244"
2109,"Metschnikowia sp. nov. yHQL305 v1.1",MetyHQL305_1_1,1780086,17690283,5906,Y,N,N,,,
2110,"Metschnikowia fructicola 277",Metfru2,178747,24482224,7362,Y,Y,N,,"Hershkovitz V et al.,2013","23496978"
2111,"Serendipita sp. 405 v1.0",Ser405_1,2600215,35358857,10849,Y,N,N,,,
2112,"Endocarpon pallidulum Enpa",Endpal1,396380,41444434,11601,Y,Y,N,,"McDonald TR et al.,2013","23557360"
2113,"Aspergillus udagawae CBS 114217 v1.0",Aspudag1,91492,32175948,11454,Y,N,N,,,
2114,"Metschnikowia pulcherrima NRRL Y-7111 v1.1",Metpul1_1,27326,21177619,6130,Y,N,N,,,
2115,"Aspergillus angustatus CBS 273.65 v1.0",Aspang1,5052,35554119,13549,Y,N,N,,,
2116,"Galactomyces geotrichum Phaff 72-186 v1.0",Galgeo1,1173061,23149029,6826,Y,N,N,,,
2117,"Trametes pubescens FBCC735",Trapub1,154538,39759818,14451,Y,Y,N,,"Granchi Z et al.,2017","28232439"
2118,"Suillus subalutaceus 1-7C v1.0",Suisuba1,48586,39232458,13348,Y,N,N,,,
2119,"Aspergillus teporis DTO058-E5 v1.0",Asptep1_1,1924931,24332833,8767,Y,N,N,,,
2120,"Saccharomyces arboricola H-6",Sacarb1,1160507,11486716,5309,Y,Y,N,,"Liti G et al.,2013","23368932"
2121,"Serendipita sp. 411 v1.0",Ser411_1,2600216,38487819,10821,Y,N,N,,,
2122,"Aspergillus hortai IBT 26384 v1.0",Asphor1,1107321,30242590,11172,Y,N,N,,,
2123,"Puccinia striiformis f. sp. tritici PST-78 v1.0",Pucst_PST78_1,1165861,117311690,20482,Y,Y,N,,"Cuomo CA et al.,2017","27913634"
2124,"Aspergillus phaeropenicillioides DTO 356-D6 v1.0",Asppha1,5052,23478672,8609,Y,N,N,,,
2125,"Aspergillus neocaesiellus DTO 356-D2 v1.0",Aspneoca1,5052,22520997,8563,Y,N,N,,,
2126,"Rhodotorula sp. CCFEE 5036",RhoCCFEE5036_1,1965284,19072598,6434,Y,Y,N,,"Coleine C et al.,2020","32241854"
2127,"Serendipita sp. 400 v1.0",Ser400_1,2600213,38899175,10802,Y,N,N,,,
2128,"Aspergillus pseudoterreus ATCC32359 v1.0",Asppseute1,1565506,29514308,10945,Y,Y,N,,"Deng S et al.,2020","32162091"
2129,"Aspergillus spiritus DTO 241-G7 v1.0",Aspspir1,5052,26173656,10176,Y,N,N,,,
2130,"Botrytis cinerea v1.0",Botci1,40559,42663021,16447,Y,Y,N,,"Staats M et al.,2012~Amselem J et al.,2011","23104368 21876677"
2131,"Penicillium expansum d1",Penexp1,27334,32065046,11023,Y,Y,N,,"Ballester AR et al.,2015","25338147"
2132,"Scheffersomyces virginianus NRRL Y-48822T v1.1",Schvir1_1,1125881,17754498,6352,Y,N,N,,,
2133,"Rhodosporidium toruloides IFO1236_1",Rhoto_IFO1236_1,5286,20452897,7479,Y,Y,N,,"Zhang S et al.,2016","26479039"
2134,"Aspergillus brevistipitatus v1.0",Aspbrevi1,1309686,28615967,10133,Y,N,N,,,
2135,"Kazachstania naganishii CBS 8797",Kazna1,1071383,10845821,5321,Y,Y,N,,"Gordon JL et al.,2011","22123960"
2136,"Mucor fuscus",Mucfus1,708069,40604092,12311,Y,Y,N,,"Lebreton A et al.,2020","32039703"
2137,"Scheffersomyces illinoisensis NRRL Y-48827T v1.1",Schill1_1,1303940,14628997,5931,Y,N,N,,,
2138,"Suillus quiescens FC198 v1.0",Suiqu1,627136,27113927,12014,Y,N,N,,,
2139,"Saccharomyces boulardii unique28",Sacboulardii_1,252598,12001065,5493,Y,Y,N,,"Khatri I et al.,2017","28336969"
2140,"Acremonium chrysogenum ATCC 11550",Acrchr1,857340,28563214,8899,Y,Y,N,,"Terfehr D et al.,2014","25291769"
2141,"Aspergillus caperatus DTO 337-E6 v1.0",Aspcapp1,5062,27197361,10316,Y,N,N,,,
2142,"Ophiostoma piceae UAMH 11346",Ophpic1,1262450,32840360,8884,Y,Y,N,,"Haridas S et al.,2013","23725015"
2143,"Gaeumannomyces graminis var. tritici R3-111a-1",Gaegr1,644352,43618147,14655,Y,Y,N,,"Okagaki LH et al.,2015","26416668"
2144,"Aspergillus ochraceoroseus SRRC1432",Aspoch1432_1,138278,24273657,7829,Y,Y,N,,"Moore GG et al.,2015","26637470"
2145,"Marssonina brunnea f. sp. monogermtubi NL1",Mabrmo1,1569044,50288590,9852,Y,N,N,,,
2146,"Fusarium pseudograminearum CS3096",Fusps1,1028729,36330246,12395,Y,Y,N,,"Gardiner DM et al.,2012","23028337"
2147,"Talaromyces sp. HC1 v1.0",TalaHC1_1_1,1707706,35596223,12796,Y,N,N,,,
2148,"Cochliobolus heterostrophus HAW225 v1.0",ChetHAW225_1,665024,43982151,12064,Y,N,N,,,
2149,"Diatrype disciformis NRRL 26140 v1.0",Diadis1,42366,70726175,13319,Y,N,N,,,
2150,"Septoria populicola v1.0",Seppo1,215467,33188813,9739,Y,Y,N,,"Ohm RA et al.,N/D~Dhillon B et al.,2015","23236275 25733908"
2151,"Chaetomium globosum v1.0",Chagl_1,306901,34886939,11124,Y,Y,N,,"Cuomo CA et al.,2015~Berka RM et al.,2011","25720678 21964414"
2152,"Alternaria tomatophila BMP2032",Alttom1,378261,32326748,12601,Y,N,N,,,
2153,"Chaetosphaeria innumera",Chain1,139949,37690963,11496,Y,N,N,,,
2154,"Alternaria brassicicola",Altbr1,29001,31974449,10688,Y,Y,N,,"Ohm RA et al.,N/D","23236275"
2155,"Cochliobolus heterostrophus C5 v3.0",CocheC5_4m,701091,36483639,11808,Y,N,N,,,
2156,"Cochliobolus heterostrophus Hm338 v1.0",ChetHm338_1,5016,45256060,12842,Y,N,N,,,
2157,"Dibaeis baeomyces",Dibbae1,83478,35272919,12729,Y,Y,N,,"McDonald TR et al.,2013","23557360"
